Pf3D7_01_v3	41469	41939	intergenic
Pf3D7_01_v3	42624	43609	intergenic
Pf3D7_01_v3	43717	44155	intergenic
Pf3D7_01_v3	44861	45098	intergenic
Pf3D7_01_v3	45331	46786	PF3D7_0100300
Pf3D7_01_v3	46970	47388	intergenic
Pf3D7_01_v3	47668	48046	intergenic
Pf3D7_01_v3	79738	79953	intergenic
Pf3D7_01_v3	81624	82429	intergenic
Pf3D7_02_v3	360942	361297	PF3D7_0208900
Pf3D7_02_v3	361451	368899	intergenic
Pf3D7_02_v3	369090	369572	PF3D7_0209000
Pf3D7_02_v3	369737	380050	PF3D7_0209000
Pf3D7_03_v3	62069	62681	intergenic
Pf3D7_03_v3	63008	63551	intergenic
Pf3D7_03_v3	64828	65094	PF3D7_0300800
Pf3D7_03_v3	65352	65916	intergenic
Pf3D7_03_v3	66180	66561	intergenic
Pf3D7_03_v3	66895	68982	PF3D7_0300900
Pf3D7_04_v3	549405	549639	intergenic
Pf3D7_04_v3	559673	562303	PF3D7_0412600
Pf3D7_04_v3	562446	563205	intergenic
Pf3D7_04_v3	563594	568626	intergenic
Pf3D7_04_v3	568742	569421	PF3D7_0412700
Pf3D7_04_v3	571494	571887	intergenic
Pf3D7_04_v3	583444	583660	intergenic
Pf3D7_04_v3	1173887	1174374	intergenic
Pf3D7_04_v3	1174940	1175828	intergenic
Pf3D7_04_v3	1176002	1176240	intergenic
Pf3D7_06_v3	57715	58121	intergenic
Pf3D7_06_v3	59450	61376	intergenic
Pf3D7_06_v3	61494	63263	intergenic
Pf3D7_06_v3	64122	64359	intergenic
Pf3D7_06_v3	64555	64771	intergenic
Pf3D7_06_v3	65796	66129	intergenic
Pf3D7_06_v3	66478	66726	intergenic
Pf3D7_06_v3	69126	69802	PF3D7_0601600
Pf3D7_06_v3	70188	70433	PF3D7_0601700
Pf3D7_06_v3	70628	71977	PF3D7_0601700
Pf3D7_06_v3	72149	72499	intergenic
Pf3D7_06_v3	72886	73101	intergenic
Pf3D7_06_v3	1347754	1348722	PF3D7_0632300
Pf3D7_06_v3	1349044	1350583	PF3D7_0632400
Pf3D7_06_v3	1350946	1351157	PF3D7_0632400
Pf3D7_06_v3	1358365	1358593	intergenic
Pf3D7_06_v3	1358966	1359350	intergenic
Pf3D7_06_v3	1359762	1360833	intergenic
Pf3D7_06_v3	1361023	1362079	intergenic
Pf3D7_06_v3	1362376	1362614	intergenic
Pf3D7_07_v3	24551	24875	intergenic
Pf3D7_07_v3	24993	25813	intergenic
Pf3D7_07_v3	26386	27611	intergenic
Pf3D7_07_v3	27853	28224	intergenic
Pf3D7_07_v3	29395	29722	PF3D7_0700200
Pf3D7_07_v3	46445	46651	intergenic
Pf3D7_07_v3	48558	49031	PF3D7_0700800
Pf3D7_07_v3	1413840	1414088	PF3D7_0732900
Pf3D7_08_v3	31552	31752	intergenic
Pf3D7_08_v3	1382172	1384623	PF3D7_0832000
Pf3D7_08_v3	1384764	1385492	intergenic
Pf3D7_08_v3	1385614	1386326	intergenic
Pf3D7_08_v3	1386468	1387629	intergenic
Pf3D7_09_v3	1385243	1385666	intergenic
Pf3D7_09_v3	1386283	1386484	intergenic
Pf3D7_09_v3	1387955	1388349	intergenic
Pf3D7_09_v3	1389989	1390322	intergenic
Pf3D7_10_v3	1603422	1603974	PF3D7_1040100
Pf3D7_10_v3	1605837	1606477	PF3D7_1040200
Pf3D7_10_v3	1606617	1606913	intergenic
Pf3D7_10_v3	1636110	1636918	intergenic
Pf3D7_10_v3	1639401	1640352	PF3D7_1041200
Pf3D7_11_v3	1875256	1875524	intergenic
Pf3D7_11_v3	1878208	1878648	intergenic
Pf3D7_12_v3	44071	44609	intergenic
Pf3D7_12_v3	45005	45761	PF3D7_1200500
Pf3D7_12_v3	46784	47426	intergenic
Pf3D7_12_v3	47631	48207	intergenic
Pf3D7_12_v3	48672	50715	intergenic
Pf3D7_13_v3	56345	56714	intergenic
Pf3D7_13_v3	57008	57411	intergenic
Pf3D7_13_v3	2853088	2853579	intergenic
Pf3D7_13_v3	2853977	2855572	PF3D7_1372500
Pf3D7_13_v3	2856672	2857011	PF3D7_1372600
Pf3D7_13_v3	2857144	2858026	intergenic
Pf3D7_13_v3	2879649	2879852	intergenic
Pf3D7_13_v3	2880989	2881198	PF3D7_1373400
Pf3D7_14_v3	2547801	2548124	intergenic
Pf3D7_14_v3	2548372	2548588	intergenic
Pf3D7_14_v3	2548770	2549674	intergenic
Pf3D7_14_v3	2550653	2551317	PF3D7_1462600
