Gene_id	Max_aMAFC	Max_Time	PassMaxtime	On_trans	Off_trans	12B-10G_MaxVal	12B-3D7B_MaxVal	10G-3D7B_MaxVal	12B-10G_MaxTime	12B-3D7B_MaxTime	10G-3D7B_MaxTime	A7-B11_MaxVal	A7-E5_MaxVal	A7-B11_MaxTime	A7-E5_MaxTime	E5-B11_MaxVal	E5-B11_MaxTime	Is_3D7B	Is_tRNA.x	Is_tRNA.y
PF3D7_0706800	-6.694790833785661	Left	TRUE	B11	A7	0.248536190853207	0.926285302236698	0.677749111383491	Left	Left	Left	-6.69479083378566	-0.554252545925646	Left	Left	-6.14053828786002	Left	FALSE	TRUE	TRUE
PF3D7_1040200	6.230927079815865	Mid	TRUE	A7	B11	0.402235008866052	-2.66180744422162	-2.87556545822973	Mid	Left	Left	6.23092707981587	2.93917403026595	Mid	Mid	3.30747589382657	Left	FALSE	FALSE	FALSE
PF3D7_1372500	5.835632878442427	Left	TRUE	A7	B11	0.50673380572043	-4.93739153535459	-5.03507386579587	Sides	Mid	Mid	5.83563287844243	3.84458555174501	Left	Mid	2.29917526558886	Left	FALSE	FALSE	FALSE
PF3D7_0413100	5.720122421654992	Left	TRUE	A7	B11	1.22655097367237	0.253108982064082	-1.18004499093044	Left	Sides	Left	5.72012242165499	2.77668776243213	Left	Mid	3.69533548853715	Left	FALSE	FALSE	FALSE
PF3D7_0711700	5.407833955959371	Left	TRUE	12B	10G	5.4078339559593704	4.34412111242385	-1.06371284353552	Left	Left	Left	0.916075371937142	0.249969841371465	Left	Mid	0.823150960055493	Sides	FALSE	FALSE	FALSE
PF3D7_1200600	-5.276971899789808	Left	TRUE	B11	E5	-0.596413150287874	-1.8152168485431	-1.25190007870993	Sides	Left	Left	-4.78164346585507	0.699598323801319	Left	Mid	-5.27697189978981	Left	FALSE	FALSE	FALSE
PF3D7_0412700	5.264813455602756	Left	TRUE	A7	B11	0.442900158345807	-3.85638400732448	-3.73588869404327	Right	Left	Left	5.26481345560276	4.17915307923224	Left	Left	1.08566037637052	Left	FALSE	FALSE	FALSE
PF3D7_0632500	-5.098727594697985	Left	TRUE	A7	12B	-0.600036826598807	-5.09872759469799	-4.49869076809918	Left	Left	Left	4.90217158240239	1.4706243665705	Left	Mid	4.25187822231432	Left	TRUE	FALSE	FALSE
PF3D7_1149700	4.904089179317913	Left	TRUE	A7	B11	-0.559321518188156	-2.15041338089774	-1.59109186270959	Left	Left	Left	4.90408917931791	-0.397697763092758	Left	Right	4.86828115595332	Left	FALSE	FALSE	FALSE
PF3D7_0412400	4.866056710576774	Left	TRUE	A7	B11	0.507351356062808	-3.28278097593353	-3.09730882225462	Right	Left	Left	4.86605671057677	0.943488892131222	Left	Mid	4.51344428053927	Left	FALSE	FALSE	FALSE
PF3D7_1480100	4.851352030865455	Left	TRUE	A7	B11	-0.693875502916	-2.58890278889396	-1.89502728597796	Left	Left	Left	4.85135203086546	1.65019635484435	Left	Mid	4.22864123655735	Left	FALSE	FALSE	FALSE
PF3D7_0813300	-4.823882000733782	Left	TRUE	E5	A7	-0.293341741266096	0.397768478584652	0.293884919093333	Mid	Sides	Left	-0.212603189601624	-4.82388200073378	Mid	Left	4.67514750135975	Left	FALSE	FALSE	FALSE
PF3D7_0302200	4.805225660246067	Right	TRUE	10G	A7	-3.76787341806744	1.03735224217863	4.80522566024607	Right	Right	Right	-1.95897071379492	-0.580043265968369	Right	Sides	-1.51962840229271	Right	TRUE	FALSE	FALSE
PF3D7_0533000	4.751170328663502	Left	TRUE	E5	B11	-0.241006552495392	-1.93773843561927	-1.69673188312388	Left	Left	Left	0.755223519781285	-3.99594680888222	Left	Left	4.7511703286635	Left	FALSE	FALSE	FALSE
PF3D7_0617600	4.676216813962279	Mid	TRUE	E5	B11	0.22805384057163	-1.55728834416596	-1.63721706985106	Right	Mid	Right	1.23033164925371	-3.44588516470857	Mid	Mid	4.67621681396228	Mid	FALSE	FALSE	FALSE
PF3D7_1100800	4.658908797132475	Left	TRUE	E5	B11	0.464452362345385	-3.0793873598213	-3.46030937820621	Mid	Left	Mid	4.09023088705663	-0.708360100507386	Left	Mid	4.65890879713247	Left	FALSE	FALSE	FALSE
PF3D7_1302100	4.613044506940072	Right	TRUE	E5	B11	-0.835947944088608	-3.77727192448753	-2.94132398039893	Right	Right	Right	3.25721996065084	-1.35582454628923	Right	Right	4.61304450694007	Right	FALSE	FALSE	FALSE
PF3D7_0302400	4.498759652719227	Left	TRUE	E5	B11	NA	NA	NA	NA	NA	NA	2.6661766818641	-1.83258297085513	Left	Left	4.49875965271923	Left	FALSE	FALSE	FALSE
PF3D7_0300900	4.490238118635213	Mid	TRUE	A7	B11	-0.547772979001304	-2.84595545525795	-2.29818247625664	Mid	Mid	Mid	4.49023811863521	3.1383085616496	Mid	Mid	1.55999444197846	Left	FALSE	FALSE	FALSE
PF3D7_0833400	4.455417901794497	Left	TRUE	E5	B11	0.286681121454022	-0.155867577391348	-0.430877238147904	Right	Sides	Right	1.14095394340344	-3.84053446490902	Left	Right	4.4554179017945	Left	FALSE	FALSE	FALSE
PF3D7_0809100	4.442427907188907	Left	TRUE	E5	B11	-0.675773668953104	-2.37667185148119	-1.70089818252808	Left	Left	Left	1.09184127627426	-3.35058663091464	Left	Left	4.44242790718891	Left	FALSE	FALSE	FALSE
PF3D7_1039700	4.383396600302707	Left	TRUE	E5	B11	0.628694715632978	-2.0536840275543	-2.68237874318727	Left	Left	Left	3.86735612490585	-0.516040475396853	Left	Left	4.38339660030271	Left	FALSE	FALSE	FALSE
PF3D7_0222100	4.379823937862525	Left	TRUE	E5	B11	0.607031545295689	-1.91788469393127	-2.27351054395561	Mid	Left	Left	4.37183886069662	-0.192117982015076	Left	Right	4.37982393786253	Left	FALSE	FALSE	FALSE
PF3D7_0832200	-4.276354425115667	Left	TRUE	A7	12B	-0.579535883674118	-4.27635442511567	-3.69681854144155	Left	Left	Left	7.03759704464743	0.33010711894848	Left	Left	6.70748992569895	Left	TRUE	FALSE	FALSE
PF3D7_0700800	4.2566986283906285	Left	TRUE	A7	B11	NA	NA	NA	NA	NA	NA	4.25669862839063	0.577500825189423	Left	Mid	3.84072509816549	Left	FALSE	FALSE	FALSE
PF3D7_0413400	4.2328772229272005	Left	TRUE	E5	B11	-0.351803897260445	-0.665518372981756	-0.470397456996719	Left	Left	Sides	0.779680807456735	-3.66754881968888	Sides	Left	4.2328772229272	Left	FALSE	FALSE	FALSE
PF3D7_1370100	-4.197631874038999	Left	TRUE	B11	A7	-0.458394124591059	0.417788209925422	0.775302600653245	Sides	Mid	Left	-4.197631874039	-0.848190935085845	Left	Left	-3.34944093895315	Left	FALSE	TRUE	TRUE
PF3D7_0800800	4.180851957582731	Sides	TRUE	E5	B11	1.04050859616021	0.509683685231452	-0.530824910928763	Right	Right	Right	4.09610624428138	-0.357598985446164	Left	Right	4.18085195758273	Sides	FALSE	FALSE	FALSE
PF3D7_1253000	-4.138462036019267	Right	TRUE	E5	10G	0.357295288441082	-3.78116674757819	-4.13846203601927	Right	Right	Right	3.28842112972854	-0.140160985687855	Right	Sides	3.37639295379663	Right	TRUE	FALSE	FALSE
PF3D7_0808900	3.996580930184709	Left	TRUE	E5	B11	3.59630469358484	2.0962794728043	-1.87842567810848	Left	Mid	Left	1.40889567534084	-2.60813455202379	Mid	Left	3.99658093018471	Left	FALSE	FALSE	FALSE
PF3D7_0606800	3.9866687588982503	Left	TRUE	E5	B11	-0.0620055925722296	0.139025428231582	0.173988825785022	Sides	Left	Sides	3.97894792713074	-0.178016860531148	Left	Sides	3.98666875889825	Left	FALSE	FALSE	FALSE
PF3D7_0324800	3.97426046405508	Left	TRUE	E5	B11	2.00960760205327	1.41374246497604	-1.16453814065842	Right	Right	Left	1.40754612957316	-3.03274191089662	Left	Right	3.97426046405508	Left	FALSE	FALSE	FALSE
PF3D7_1301500	3.9702854314477927	Left	TRUE	12B	10G	3.97028543144779	0.711701983428333	-3.25858344801946	Left	Left	Left	0.272694050258698	0.0701977236247626	Right	Left	0.224531359274587	Right	FALSE	FALSE	FALSE
PF3D7_0713100	-3.9365900609747264	Left	TRUE	E5	10G	0.631840513366104	-3.30474954760862	-3.93659006097473	Left	Left	Left	2.33120364882814	-1.54519556594756	Left	Mid	3.68314318952634	Left	TRUE	FALSE	FALSE
PF3D7_0221800	-3.9203908937632703	Left	TRUE	B11	A7	0.0436055784988443	0.606103335337792	0.59800319908094	Mid	Left	Left	-3.92039089376327	-3.84007466791372	Left	Left	0.185362548476041	Right	FALSE	FALSE	FALSE
PF3D7_1301600	-3.886932089353957	Right	TRUE	B11	12B	-3.26987135168384	-3.88693208935396	-0.617060737670119	Right	Right	Right	-0.409393354310543	0.180500410904196	Left	Mid	-0.479082260135636	Mid	TRUE	FALSE	FALSE
PF3D7_0514400	-3.885118607358982	Left	TRUE	B11	A7	0.647618072035297	0.463720858352289	-0.39360358897817	Left	Left	Sides	-3.88511860735898	-0.732182586469026	Left	Left	-3.15293602088996	Left	FALSE	TRUE	TRUE
PF3D7_0114800	3.833301264331676	Left	TRUE	E5	B11	-0.192275519843741	-2.59620383067193	-2.40392831082819	Left	Left	Left	1.2175555890533	-2.61574567527838	Left	Left	3.83330126433168	Left	FALSE	FALSE	FALSE
PF3D7_0713300	3.818796352199601	Left	TRUE	A7	B11	-1.04623009458929	-3.15709571755839	-2.1108656229691	Left	Left	Left	3.8187963521996	1.59407346790756	Left	Mid	3.31978657795079	Left	FALSE	FALSE	FALSE
PF3D7_0220800	3.8029804515819183	Right	TRUE	12B	10G	3.80298045158192	0.167582019111207	-3.63539843247071	Right	Right	Right	-0.378930278339614	0.244748413821542	Mid	Mid	-0.623678692161156	Mid	FALSE	FALSE	FALSE
PF3D7_1372600	3.790087905106682	Mid	TRUE	A7	B11	-0.237412544273319	-2.1858357652959	-2.07355087846591	Left	Mid	Mid	3.79008790510668	2.11986533792629	Mid	Mid	1.67022256718039	Mid	FALSE	FALSE	FALSE
PF3D7_0114100	3.777605589501611	Left	TRUE	E5	B11	NA	NA	NA	NA	NA	NA	2.59555522733417	-1.22020795475285	Left	Mid	3.77760558950161	Left	FALSE	FALSE	FALSE
PF3D7_1372400	-3.7611365164610944	Right	TRUE	A7	10G	0.690510685900082	-3.081850849531	-3.76113651646109	Mid	Right	Right	0.825927234947813	0.332760782670233	Mid	Mid	0.636378062073022	Right	TRUE	FALSE	FALSE
PF3D7_0101300	3.758516876909521	Left	TRUE	E5	B11	0.913408529497756	-1.95551655551739	-1.94347646899962	Right	Left	Left	3.25142206217607	-0.507094814733451	Left	Left	3.75851687690952	Left	FALSE	FALSE	FALSE
PF3D7_1478000	3.757569631244984	Sides	TRUE	E5	B11	0.326366416403896	-1.1188194259357	-1.29357445955961	Mid	Sides	Sides	1.24915120518557	-2.74237080799573	Right	Sides	3.75756963124498	Sides	FALSE	FALSE	FALSE
PF3D7_0402000	-3.687228177969222	Mid	TRUE	E5	10G	3.43533751834816	-0.493244241387674	-3.68722817796922	Right	Left	Mid	4.06786851379574	-0.244931395674298	Mid	Right	4.24402559905021	Mid	TRUE	FALSE	FALSE
PF3D7_0532600	3.668431814778584	Mid	TRUE	A7	B11	2.67277554902233	-0.335836760750259	-2.88828510153945	Right	Left	Mid	3.66843181477858	-0.162687127123572	Mid	Right	3.64019928598947	Mid	FALSE	FALSE	FALSE
PF3D7_0936800	-3.655242253398533	Left	TRUE	A7	12B	-0.733482625824682	-3.65524225339853	-2.92175962757385	Left	Left	Left	0.821500030444163	0.879502145330219	Mid	Mid	0.116124558340863	Sides	TRUE	FALSE	FALSE
PF3D7_1100300	-3.629859553973756	Left	TRUE	E5	12B	-2.41044337845007	-3.62985955397376	-1.21941617552368	Left	Left	Left	3.05533979435198	0.276551030139181	Left	Right	3.26077687195544	Left	TRUE	FALSE	FALSE
PF3D7_1300200	3.625374215097313	Right	TRUE	12B	10G	3.62537421509731	2.46069192621479	-1.96833201305316	Right	Mid	Right	-0.602171333030889	-3.4383384169733	Right	Sides	3.54973368607492	Sides	FALSE	FALSE	FALSE
PF3D7_0100400	3.5965737717638624	Left	TRUE	A7	B11	1.82386950344724	-0.910449904736044	-2.05945946480638	Mid	Left	Left	3.59657377176386	1.09266359444321	Left	Left	2.50391017732066	Left	FALSE	FALSE	FALSE
PF3D7_1040300	3.520407000486486	Left	TRUE	A7	B11	0.341650824495373	-2.82038971910667	-2.80448700860639	Right	Left	Left	3.52040700048649	1.29020165407102	Left	Mid	2.46928446781534	Left	FALSE	FALSE	FALSE
PF3D7_0100200	3.488587434205831	Right	TRUE	12B	10G	3.48858743420583	0.8503002339534	-2.79906208768828	Right	Mid	Right	0.150765441218893	0.167726985667281	Sides	Right	-0.211097348210852	Mid	FALSE	FALSE	FALSE
PF3D7_0302500	3.4394837132753264	Right	TRUE	12B	10G	3.43948371327533	-0.0404297549014224	-3.40000341620459	Right	Left	Right	-0.551857421022877	-0.157458320064625	Right	Right	-0.394399100958253	Right	FALSE	FALSE	FALSE
PF3D7_0937700	3.388316034073098	Left	TRUE	E5	B11	NA	NA	NA	NA	NA	NA	2.17593467877429	-1.83456652494801	Mid	Sides	3.3883160340731	Left	FALSE	FALSE	FALSE
PF3D7_0100300	-3.3831887558055933	Left	TRUE	NA	12B	0.239335500154296	-3.38318875580559	-3.2880126483053	Right	Left	Left	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
PF3D7_0403000	-3.3796823581908284	Left	TRUE	B11	A7	0.361309351871319	0.302051772608919	-0.347444667979763	Left	Sides	Left	-3.37968235819083	-0.962506537675687	Left	Left	-2.56184381912092	Sides	FALSE	TRUE	TRUE
PF3D7_1100500	-3.3546311348778084	Left	TRUE	10G	12B	-3.35463113487781	-2.74785864408769	0.606772490790119	Left	Left	Left	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
PF3D7_0302300	3.291831352836909	Left	TRUE	E5	B11	0.241342514157405	-1.07425923651916	-0.938511136401941	Right	Left	Left	2.34627950650472	-0.945551846332191	Left	Left	3.29183135283691	Left	FALSE	FALSE	FALSE
PF3D7_0425900	3.2516299999073657	Right	TRUE	A7	B11	-2.29762546807652	-2.26871474963062	0.41496942972897	Right	Sides	Right	3.25162999990737	0.0683909732047913	Right	Right	3.18323902670257	Right	FALSE	FALSE	FALSE
PF3D7_1301200	-3.2368345295768144	Sides	TRUE	E5	A7	0.160161026412317	-2.02172580369513	-2.16795212198841	Right	Sides	Sides	-2.82112267122474	-3.23683452957681	Sides	Sides	0.555988583853352	Right	FALSE	FALSE	FALSE
PF3D7_0632700	-3.2108391302523116	Right	TRUE	E5	10G	0.230890816875726	-3.11381381548178	-3.21083913025231	Mid	Right	Right	2.05425260118808	-0.391690540248581	Left	Left	2.44594314143666	Left	TRUE	FALSE	FALSE
PF3D7_1252900	3.1800680746547014	Right	TRUE	A7	B11	0.340394958851659	-0.824849127423371	-1.16524408627503	Right	Right	Right	3.1800680746547	0.244508803692661	Right	Mid	3.01229566529866	Right	FALSE	FALSE	FALSE
PF3D7_0312700	-3.1626943115761184	Left	TRUE	B11	A7	0.471223245517504	-0.208302622702037	-0.434836616871141	Sides	Mid	Sides	-3.16269431157612	-0.74775660130724	Left	Left	-2.5566278540738	Sides	FALSE	TRUE	TRUE
PF3D7_0410200	-3.139117222873094	Left	TRUE	B11	A7	0.290501124374534	0.325249769941044	0.191025715516526	Sides	Sides	Mid	-3.13911722287309	-0.798684119638191	Left	Left	-2.3404331032349	Left	FALSE	TRUE	TRUE
PF3D7_1373400	3.1292134830537623	Right	TRUE	A7	B11	NA	NA	NA	NA	NA	NA	3.12921348305376	2.08967783780624	Right	Right	1.19593276848587	Mid	FALSE	FALSE	FALSE
PF3D7_0616100	3.090620372348964	Left	TRUE	A7	B11	-0.187788797058133	-0.127939457259037	0.0598493397990963	Right	Right	Right	3.09062037234896	0.414104943620233	Left	Mid	3.04841169741236	Left	FALSE	FALSE	FALSE
PF3D7_0701600	3.067582961303925	Left	TRUE	E5	B11	0.417197565424585	-0.834190439370215	-0.984916189600533	Mid	Left	Left	2.49988271261148	-0.567700248692443	Left	Left	3.06758296130393	Left	FALSE	FALSE	FALSE
PF3D7_0832000	-3.013698089009423	Left	TRUE	A7	10G	0.681939228200778	-2.94420081296206	-3.01369808900942	Right	Left	Left	5.93717941773576	2.96670749959381	Left	Mid	3.72374415928919	Left	TRUE	FALSE	FALSE
PF3D7_0601200	-2.9925365501184897	Left	TRUE	A7	10G	1.44789778771436	-1.71301191336045	-2.99253655011849	Mid	Left	Left	4.95140906626904	-0.343361312167914	Left	Sides	5.23051642205915	Left	TRUE	FALSE	FALSE
PF3D7_0712300	-2.988456908113748	Left	TRUE	E5	12B	0.803040205535289	-2.98845690811375	-2.90713042782383	Right	Left	Sides	0.678083298790051	-1.56292277235681	Left	Left	2.24100607114686	Left	TRUE	FALSE	FALSE
PF3D7_0202500	2.971450543805241	Mid	FALSE	A7	E5	0.0993225205130738	0.157604849987999	0.158298395101155	Mid	Left	Left	2.60459703114755	2.97145054380524	Mid	Mid	-0.366853512657694	Mid	FALSE	FALSE	FALSE
PF3D7_0401700	-2.9566296288417484	Mid	TRUE	A7	12B	-0.260637202958133	-2.95662962884175	-2.76849993928573	Left	Mid	Mid	2.52098197291971	0.257070793153469	Mid	Sides	2.48922929442348	Mid	TRUE	FALSE	FALSE
PF3D7_0712900	-2.928117598855303	Left	TRUE	A7	12B	0.214027812635831	-2.9281175988553	-2.73331477496273	Right	Left	Left	0.962084361879364	0.0629505499660995	Left	Left	0.899133811913264	Left	TRUE	FALSE	FALSE
PF3D7_1301700	-2.9035007569271563	Left	TRUE	10G	12B	-2.90350075692716	-2.65686159953356	-0.325489709637956	Left	Left	Right	1.24222097739453	1.07071751280409	Mid	Mid	0.171503464590439	Mid	FALSE	FALSE	FALSE
PF3D7_0114500	-2.8827296680638965	Left	TRUE	E5	10G	0.508912993965126	-2.85722110458759	-2.8827296680639	Mid	Left	Left	1.89255482908129	-0.679498310765432	Left	Left	2.57205313984673	Left	TRUE	FALSE	FALSE
PF3D7_1372100	-2.8168620475687196	Right	TRUE	E5	10G	0.582635701271452	-2.74779441455797	-2.81686204756872	Left	Right	Right	1.09497068067098	-0.67576043527377	Mid	Right	1.75397438252455	Mid	TRUE	FALSE	FALSE
PF3D7_0420700	-2.809855459540452	Left	TRUE	E5	12B	-0.787361346403267	-2.80985545954045	-2.02249411313719	Left	Left	Left	2.46860744079938	0.403956946070317	Left	Mid	2.53608072755961	Left	TRUE	FALSE	FALSE
PF3D7_1477000	2.8050393460972263	Left	TRUE	E5	B11	0.173619489420941	-0.84707638709483	-0.915857571187756	Mid	Left	Left	2.78986719466096	0.312310768301963	Left	Right	2.80503934609723	Left	FALSE	FALSE	FALSE
PF3D7_1041200	2.778536153983195	Left	TRUE	A7	B11	-0.0610861464830298	-2.60382731912277	-2.58132353500356	Left	Mid	Mid	2.77853615398319	2.06081368625003	Left	Sides	0.857567515127394	Left	FALSE	FALSE	FALSE
PF3D7_1477100	2.7688524954497855	Left	TRUE	E5	B11	0.621222965894015	-2.12099445867096	-2.10412667071183	Right	Left	Left	2.68756923555786	-0.625205063369332	Left	Right	2.76885249544979	Left	FALSE	FALSE	FALSE
PF3D7_1240400	2.768545726526728	Left	TRUE	E5	B11	-0.288475096819	-2.47453238879759	-2.18605729197859	Left	Left	Left	1.08132357362892	-1.68722215289781	Left	Left	2.76854572652673	Left	FALSE	FALSE	FALSE
PF3D7_1477300	-2.7405767383601307	Right	TRUE	E5	10G	-0.144414084124763	-2.73490823572187	-2.74057673836013	Left	Mid	Right	1.85279487558447	-0.771618476358191	Mid	Mid	2.62441335194266	Mid	TRUE	FALSE	FALSE
PF3D7_0421500	-2.7356976557029338	Left	TRUE	E5	10G	0.787845341944474	-1.94785231375846	-2.73569765570293	Left	Left	Left	1.30386686524211	-0.784165158399977	Mid	Left	2.04282505399789	Left	TRUE	FALSE	FALSE
PF3D7_1150400	-2.728298691353437	Left	TRUE	A7	12B	-0.802344736145096	-2.72829869135344	-1.92595395520834	Left	Left	Left	1.5244578779434	0.298877090369971	Left	Right	1.48969388763761	Left	TRUE	FALSE	FALSE
PF3D7_0600400	-2.715945272230682	Left	TRUE	NA	12B	-0.717022978369089	-2.71594527223068	-1.99892229386159	Left	Left	Left	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
PF3D7_0425500	-2.712621690512104	Left	TRUE	A7	10G	0.37201914910649603	-2.37249175784139	-2.7126216905121	Mid	Left	Left	2.52322607047602	0.282269924046906	Left	Sides	2.30409355524642	Left	TRUE	FALSE	FALSE
PF3D7_1476900	2.7049790527764435	Left	TRUE	E5	B11	0.229950776586178	0.558268576645711	0.36612142538063	Mid	Left	Left	1.95892855431742	-1.01226836413615	Left	Mid	2.70497905277644	Left	FALSE	FALSE	FALSE
PF3D7_0425800	2.6917733171809024	Left	TRUE	E5	B11	NA	NA	NA	NA	NA	NA	2.62354019426387	0.41832057889241703	Left	Mid	2.6917733171809	Left	FALSE	FALSE	FALSE
PF3D7_0400300	-2.5736863251822	Right	TRUE	B11	E5	NA	NA	NA	NA	NA	NA	-2.46817266290832	-0.312371068981833	Right	Left	-2.5736863251822	Right	FALSE	FALSE	FALSE
PF3D7_0223100	2.5698945859837545	Left	TRUE	E5	B11	0.539438634431819	-1.76915540819179	-2.05432740893825	Right	Left	Left	2.1679598949861	-0.40193469099765	Left	Left	2.56989458598375	Left	FALSE	FALSE	FALSE
PF3D7_0937200	2.5601789414877008	Left	TRUE	E5	B11	-0.170606193620452	-0.765225685855963	-0.731177522552185	Sides	Sides	Right	1.63476534980385	-0.925413591683848	Left	Left	2.5601789414877	Left	FALSE	FALSE	FALSE
PF3D7_0223400	-2.55165575079611	Right	TRUE	B11	A7	0.24450686971957	-1.34051833209801	-1.34433020587421	Left	Right	Right	-2.55165575079611	-0.936872412215884	Right	Left	-2.05798052441749	Right	FALSE	FALSE	FALSE
PF3D7_0101500	2.5301632927271847	Mid	FALSE	A7	B11	NA	NA	NA	NA	NA	NA	2.53016329272718	0.797474222530793	Mid	Mid	1.78712534256964	Left	FALSE	FALSE	FALSE
PF3D7_0114900	-2.5223341303018447	Left	TRUE	E5	10G	0.462049549999282	-2.10270651782403	-2.52233413030184	Sides	Left	Left	-0.155078940323156	-1.77406962028811	Left	Left	1.61899067996495	Left	TRUE	FALSE	FALSE
PF3D7_1477800	-2.500277144514341	Sides	TRUE	E5	10G	0.23185459582323	-2.26842254869111	-2.50027714451434	Sides	Sides	Sides	1.53734429859792	0.696047117745693	Sides	Mid	1.70132645504028	Sides	TRUE	FALSE	FALSE
PF3D7_1102200	-2.4882391115076152	Sides	TRUE	10G	12B	-2.48823911150762	-1.66410881944519	0.82413029206243	Sides	Sides	Sides	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
PF3D7_0700200	-2.479043365490882	Left	TRUE	A7	10G	0.368229455570302	-2.20042263111903	-2.47904336549088	Mid	Left	Left	1.2440817474578	1.24418391361672	Left	Left	-0.0240627676781858	Mid	TRUE	FALSE	FALSE
PF3D7_1222600	2.4652603098315504	Left	TRUE	E5	B11	-0.27722293376857	-2.23868275439763	-2.07008865436326	Sides	Sides	Right	1.78432024993189	-0.680940059899661	Left	Left	2.46526030983155	Left	FALSE	FALSE	FALSE
PF3D7_1100200	-2.465061848670112	Left	TRUE	E5	12B	0.359431958195086	-2.46506184867011	-2.51671353978301	Right	Left	Left	1.85469488541847	0.298459607233183	Left	Right	2.00590796435749	Left	TRUE	FALSE	FALSE
PF3D7_1480000	2.4638846903917453	Left	TRUE	E5	B11	0.581112037032496	-1.59756449465463	-1.23896038803278	Right	Left	Left	1.85239410699485	-0.636661468584216	Left	Mid	2.46388469039175	Left	FALSE	FALSE	FALSE
PF3D7_1477400	2.445971360015113	Mid	TRUE	E5	B11	0.11822640916171	-2.21737630341427	-2.29069363899786	Right	Mid	Right	1.63412894084569	-0.871308602495429	Left	Mid	2.44597136001511	Mid	FALSE	FALSE	FALSE
PF3D7_0415500	2.4363131662019946	Left	TRUE	E5	B11	-0.209698404104736	-0.305910843510299	-0.126511580484095	Mid	Right	Right	2.30617434471327	-0.139043679747563	Mid	Left	2.43631316620199	Left	FALSE	FALSE	FALSE
PF3D7_1149900	2.4337819228914546	Left	TRUE	E5	B11	0.228933425768156	-1.76455122820617	-1.99348465397433	Left	Left	Left	1.77539897200114	-0.707076292524489	Left	Mid	2.43378192289145	Left	FALSE	FALSE	FALSE
PF3D7_1477700	-2.4309217294626	Right	TRUE	E5	10G	-0.210821010878104	-2.36232182159247	-2.4309217294626	Left	Right	Right	0.689991285127181	-0.404478412805563	Sides	Right	1.05410210018117	Right	TRUE	FALSE	FALSE
PF3D7_0800900	2.4091869329583577	Sides	TRUE	A7	B11	1.07388100804091	-0.589922293434022	-1.6140518887225	Left	Sides	Sides	2.40918693295836	0.526670992323879	Sides	Mid	2.38879245841448	Sides	FALSE	FALSE	FALSE
PF3D7_1477200	-2.387039929517238	Left	TRUE	E5	10G	0.091259484960044407	-2.32719074728007	-2.38703992951724	Sides	Left	Left	-0.131111977694024	-0.206784815913313	Mid	Left	0.235464432191687	Left	TRUE	FALSE	FALSE
PF3D7_0632400	2.3866294677134423	Left	TRUE	A7	B11	-0.177366612210326	-0.406262435093193	-0.439246070514119	Left	Sides	Right	2.38662946771344	0.961421137817373	Left	Right	1.70737659739608	Left	FALSE	FALSE	FALSE
PF3D7_0425400	2.3436689948683536	Left	TRUE	A7	B11	0.522985239277356	0.412206019716696	-0.477162577145007	Sides	Right	Left	2.34366899486835	0.857258888839975	Left	Mid	1.99200976317035	Left	FALSE	FALSE	FALSE
PF3D7_1038600	2.3058564740187735	Left	TRUE	E5	B11	-0.107988967430404	-0.445384758952319	-0.337395791521915	Mid	Mid	Mid	1.71630093360858	-0.612906725628317	Mid	Left	2.30585647401877	Left	FALSE	FALSE	FALSE
PF3D7_1101300	-2.2901546455717416	Left	TRUE	E5	10G	0.470465215226013	-2.22044402210976	-2.29015464557174	Right	Left	Left	1.24774683222117	-0.601689204720755	Left	Left	1.84943603694193	Left	TRUE	FALSE	FALSE
PF3D7_1343100	2.280028860261529	Right	TRUE	A7	B11	0.149859445759933	-1.98160916886944	-2.03710899097732	Sides	Right	Right	2.28002886026153	0.146930811287119	Right	Mid	2.27759370324959	Right	FALSE	FALSE	FALSE
PF3D7_0221500	-2.2757057832012593	Left	TRUE	E5	12B	-0.480738038529963	-2.27570578320126	-1.7949677446713	Left	Left	Left	1.29409940820988	-0.793386386087824	Left	Left	2.08748579429771	Left	TRUE	FALSE	FALSE
PF3D7_1219400	-2.269544819313148	Left	TRUE	E5	12B	-0.273938589574334	-2.26954481931315	-1.99560622973881	Left	Left	Left	0.62350624848261	0.152314343875918	Mid	Right	0.653043443459444	Mid	TRUE	FALSE	FALSE
PF3D7_1206400	2.26237420815744	Left	FALSE	A7	B11	-0.260701634925296	0.899435862742781	1.16013749766808	Left	Left	Left	2.26237420815744	2.14346545980916	Left	Left	0.199118181501032	Mid	FALSE	FALSE	FALSE
PF3D7_0930000	2.258825258886196	Left	TRUE	12B	10G	2.2588252588862	1.31211607036736	-0.94670918851884	Left	Left	Left	0.68008994994192	0.583841400576505	Left	Left	-0.142557434074289	Right	FALSE	FALSE	FALSE
PF3D7_0425100	2.2312712656325777	Left	TRUE	E5	B11	-0.288166698886696	-1.03759837274241	-0.749431673855719	Sides	Sides	Sides	2.05882696169866	-0.665318643766569	Mid	Sides	2.23127126563258	Left	FALSE	FALSE	FALSE
