Pf3D7_01_v3	4532	4832	intergenic
Pf3D7_01_v3	12474	12668	intergenic
Pf3D7_01_v3	15197	15522	intergenic
Pf3D7_01_v3	16962	17216	intergenic
Pf3D7_01_v3	18959	19152	intergenic
Pf3D7_01_v3	21280	21445	intergenic
Pf3D7_01_v3	22481	22693	intergenic
Pf3D7_01_v3	24350	24723	intergenic
Pf3D7_01_v3	70140	70300	intergenic
Pf3D7_01_v3	73890	74066	PF3D7_0101300
Pf3D7_01_v3	621046	621360	intergenic
Pf3D7_01_v3	624999	625360	intergenic
Pf3D7_01_v3	627370	627543	intergenic
Pf3D7_01_v3	630756	630924	intergenic
Pf3D7_01_v3	637565	637770	intergenic
Pf3D7_02_v3	1035	2931	intergenic
Pf3D7_02_v3	3118	3799	intergenic
Pf3D7_02_v3	3968	5177	intergenic
Pf3D7_02_v3	53824	54021	intergenic
Pf3D7_02_v3	629640	629858	intergenic
Pf3D7_02_v3	853807	854011	PF3D7_0221200
Pf3D7_02_v3	855287	855812	PF3D7_0221200
Pf3D7_02_v3	856296	856492	intergenic
Pf3D7_02_v3	872174	872358	PF3D7_0221800
Pf3D7_02_v3	882899	883084	PF3D7_0222300
Pf3D7_03_v3	3802	3970	intergenic
Pf3D7_03_v3	16131	16317	intergenic
Pf3D7_03_v3	23610	23875	intergenic
Pf3D7_03_v3	25887	26103	intergenic
Pf3D7_03_v3	27234	27650	intergenic
Pf3D7_03_v3	27814	28000	intergenic
Pf3D7_03_v3	31199	31450	intergenic
Pf3D7_03_v3	137731	137973	intergenic
Pf3D7_03_v3	140493	140709	PF3D7_0302600
Pf3D7_03_v3	1002697	1003656	intergenic
Pf3D7_03_v3	1011694	1012040	PF3D7_0324300
Pf3D7_03_v3	1026162	1026384	intergenic
Pf3D7_03_v3	1059654	1060276	intergenic
Pf3D7_03_v3	1062410	1063297	intergenic
Pf3D7_04_v3	14060	14721	intergenic
Pf3D7_04_v3	14920	15190	intergenic
Pf3D7_04_v3	15361	17354	intergenic
Pf3D7_04_v3	17581	17874	intergenic
Pf3D7_04_v3	18913	19673	intergenic
Pf3D7_04_v3	19862	21177	intergenic
Pf3D7_04_v3	130134	130606	intergenic
Pf3D7_04_v3	988524	988869	intergenic
Pf3D7_04_v3	1171932	1172093	intergenic
Pf3D7_05_v3	1318510	1321392	PF3D7_0532600
Pf3D7_06_v3	43580	43880	PF3D7_0601100
Pf3D7_06_v3	46813	47053	PF3D7_0601200
Pf3D7_06_v3	54162	54488	intergenic
Pf3D7_06_v3	55634	55870	intergenic
Pf3D7_06_v3	62752	62951	intergenic
Pf3D7_06_v3	723651	723918	intergenic
Pf3D7_06_v3	735976	736266	intergenic
Pf3D7_06_v3	1308958	1309132	intergenic
Pf3D7_06_v3	1311139	1311371	intergenic
Pf3D7_06_v3	1319616	1319809	intergenic
Pf3D7_06_v3	1325080	1325281	intergenic
Pf3D7_06_v3	1328805	1329065	PF3D7_0631800
Pf3D7_06_v3	1388814	1389047	intergenic
Pf3D7_06_v3	1396513	1396712	intergenic
Pf3D7_06_v3	1397789	1398340	intergenic
Pf3D7_07_v3	53477	53763	intergenic
Pf3D7_07_v3	54657	54855	intergenic
Pf3D7_07_v3	67191	67371	PF3D7_0701500
Pf3D7_07_v3	90248	90517	intergenic
Pf3D7_07_v3	507791	508029	PF3D7_0711600
Pf3D7_07_v3	1415639	1415802	intergenic
Pf3D7_07_v3	1419854	1420082	intergenic
Pf3D7_08_v3	65794	65965	intergenic
Pf3D7_08_v3	67352	67641	intergenic
Pf3D7_08_v3	69230	69474	intergenic
Pf3D7_08_v3	69799	70070	intergenic
Pf3D7_08_v3	70286	70732	intergenic
Pf3D7_08_v3	76123	78119	PF3D7_0800750
Pf3D7_08_v3	1311931	1312264	intergenic
Pf3D7_08_v3	1312600	1312973	intergenic
Pf3D7_08_v3	1467332	1467503	intergenic
Pf3D7_08_v3	1471076	1471295	intergenic
Pf3D7_09_v3	1509300	1509719	intergenic
Pf3D7_09_v3	1513487	1513688	intergenic
Pf3D7_09_v3	1521431	1521641	intergenic
Pf3D7_09_v3	1523953	1524192	intergenic
Pf3D7_09_v3	1530950	1531111	intergenic
Pf3D7_09_v3	1536553	1536756	intergenic
Pf3D7_10_v3	3650	3830	intergenic
Pf3D7_10_v3	4380	4633	intergenic
Pf3D7_10_v3	11080	11278	intergenic
Pf3D7_10_v3	12981	13202	intergenic
Pf3D7_10_v3	22049	22304	intergenic
